CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;TITULARIDAD
Madrid-Sur;28028131;CP INF-PRI;JESUS VARELA;Avenida De Portugal, 12 ;Alcorcón;-;28921;916190810;916110902;Público;
Madrid-Sur;28038252;CP INF-PRI;JOAN MIRO;Calle De La Ingeniería, 2 ;Leganés;-;28914;916807662;916806924;Público;
Madrid-Sur;28049468;CP INF-PRI;JOAN MIRO;Calle París, 3 ;Móstoles;-;28938;916455853;916467750;Público;
Madrid-Este;28040891;CP INF-PRI;JOAQUIN BLUME;Calle Joaquín Blume, S/n ;Torrejón de Ardoz;-;28850;916566733;916566533;Público;
Madrid-Capital;28010722;CP INF-PRI;JOAQUIN COSTA;Paseo De Pontones, 8 ;Madrid;Arganzuela;28005;913653632;913653559;Público;
Madrid-Sur;28038082;CP INF-PRI;JOAQUIN COSTA;Calle Del Parque Grande, 1 ;Alcorcón;-;28924;916113435;916104905;Público;
Madrid-Capital;28005635;CP INF-PRI;JOAQUIN DICENTA;Paseo Olivos, 70 ;Madrid;Latina;28011;914632093;917550696;Público;
Madrid-Capital;28021306;CP INF-PRI;JOAQUIN TURINA;Calle De Arturo Soria, 332 ;Madrid;Ciudad Lineal;28033;913025556;913022741;Público;
Madrid-Sur;28032420;CP INF-PRI;JOHN LENNON;Calle De Grecia, 21 ;Fuenlabrada;-;28943;916079374;916076544;Público;
Madrid-Norte;28064071;CP INF-PRI;JONATHAN GALEA;Calle Enrique Casas, 7 ;Algete;-;28110;916287333;916287338;Público;
Madrid-Capital;28021057;CP INF-PRI;JORGE GUILLEN;Avenida De El Ferrol, 47 ;Madrid;Fuencarral-El Pardo;28029;917393801;917393801;Público;
Madrid-Este;28045475;CP INF-PRI;JORGE GUILLEN;Avenida De Nuestra Señora De La Vega, 6 ;San Martín de la Vega;-;28330;918946372;918958635;Público;
Madrid-Sur;28037788;CP INF-PRI;JORGE GUILLEN;Avenida De Alcorcón, 5 ;Móstoles;-;28936;916461827;916461827;Público;
Madrid-Sur;28037193;CP INF-PRI;JORGE GUILLEN;Calle Zaragoza, 15 ;Getafe;-;28903;916817988;916817988;Público;
Madrid-Capital;28005817;CP INF-PRI;JORGE MANRIQUE;Plaza Del Pintor Lucas, 17 ;Madrid;Usera;28026;915656300;915691615;Público;
Madrid-Capital;28038321;CP INF-PRI;JOSE BERGAMIN;Calle De Braille, 19 ;Madrid;Fuencarral-El Pardo;28034;917355560;917345042;Público;
Madrid-Oeste;28041640;CP INF-PRI;JOSE BERGAMIN GUTIERREZ;Calle Islas Cíes, 6 ;Boadilla del Monte;-;28660;916322813;916327996;Público;
Madrid-Capital;28010746;CP INF-PRI;JOSE CALVO SOTELO;Avenida De La Ciudad De Barcelona, 83 ;Madrid;Retiro;28007;914337125;914336781;Público;
Madrid-Capital;28074256;CP INF-PRI;JOSE DE ECHEGARAY;Calle De Puentedey, 14 ;Madrid;Villa de Vallecas;28051;911996781;911996782;Público;
Madrid-Este;28062321;CP INF-PRI;JOSE HIERRO;Avenida De José Hierro, 86 ;Rivas-Vaciamadrid;-;28521;914991147;914991147;Público;
Madrid-Sur;28065531;CP INF-PRI;JOSE HIERRO;Calle Acuario, 34 ;Parla;-;28983;914240509;914240647;Público;
Madrid-Este;28069194;CP INF-PRI;JOSE ITURZAETA;Calle Bernardo Atxaga, 13 ;Rivas-Vaciamadrid;-;28521;917518703;917518703;Público;
Madrid-Sur;28035639;CP INF-PRI;JOSE JALON;Calle Felguera, S/n ;Navalcarnero;-;28600;918101069;918101408;Público;
Madrid-Capital;28005660;CP INF-PRI;JOSE MARIA DE PEREDA;Calle De Mestanza, 94 ;Madrid;Puente de Vallecas;28053;915072651;917861787;Público;
Madrid-Sur;28031464;CP INF-PRI;JOSE MARIA DE PEREDA;Calle Moraña, 27 ;Leganés;-;28915;916886052;916886052;Público;
Madrid-Capital;28021461;CP INF-PRI;JOSE ORTEGA Y GASSET;Calle De Orense, 87 ;Madrid;Tetuán;28020;915720997;915701341;Público;
Madrid-Este;28058822;CP INF-PRI;JOSE SARAMAGO;Calle De José Saramago, 1 ;Rivas-Vaciamadrid;-;28522;914991786;914991347;Público;
Madrid-Oeste;28078614;CP INF-PRI;JOSEFINA CARABIAS;Avenida Juan Pablo Ii, S/n ;Boalo, El;-;28492;918573866;918573866;Público;
Madrid-Capital;28071361;CP INF-PRI;JOSEP TARRADELLAS;Calle De Triacastela, 1 ;Madrid;Fuencarral-El Pardo;28050;914274125;914274161;Público;
Madrid-Capital;28005684;CP INF-PRI;JOVELLANOS;Calle De Monroy, 34 ;Madrid;Latina;28044;917055018;915095089;Público;
Madrid-Este;28028751;CP INF-PRI;JUAN DE AUSTRIA;Avenida De Juan De Austria, 17 ;Alcalá de Henares;-;28804;918886350;918886350;Público;
Madrid-Sur;28046391;CP INF-PRI;JUAN DE AUSTRIA;Avenida Universidad, 28 ;Leganés;-;28911;916804450;916804450;Público;
Madrid-Capital;28005696;CP INF-PRI;JUAN DE LA CIERVA;Calle De Villarrosa, 7 ;Madrid;Villaverde;28041;917230235;917965560;Público;
Madrid-Sur;28069753;CP INF-PRI;JUAN DE LA CIERVA;Camino Del Molino, 1 ;Fuenlabrada;-;28943;916045000;916893154;Público;
Madrid-Oeste;28025294;CP INF-PRI;JUAN FALCO;Avenida De Segovia, 1 ;Valdemorillo;-;28210;918990078;918991080;Público;
Madrid-Capital;28026535;CP INF-PRI;JUAN GRIS;Calle De Muela De San Juan, 31 ;Madrid;Villa de Vallecas;28031;913327264;913327263;Público;
Madrid-Sur;28035603;CP INF-PRI;JUAN OCAÑA;Avenida De Los Deportes, 25 ;Móstoles;-;28935;916137117;916137117;Público;
Madrid-Sur;28023111;CP INF-PRI;JUAN PEREZ VILLAAMIL;Calle Veracruz, 34 Duplicado ;Móstoles;-;28936;916480871;916480820;Público;
Madrid-Capital;28005714;CP INF-PRI;JUAN RAMON JIMENEZ;Calle Del Marqués De Viana, 58 ;Madrid;Tetuán;28039;915717512;914250976;Público;
Madrid-Este;28028945;CP INF-PRI;JUAN RAMON JIMENEZ;Calle Juan Ramón Jiménez, 8 ;Torrejón de Ardoz;-;28850;916762811;916762811;Público;
Madrid-Capital;28005726;CP INF-PRI;JUAN SEBASTIAN ELCANO;Calle De Mirasierra, 29 ;Madrid;Usera;28026;685477556;914768107;Público;
Madrid-Capital;28020533;CP INF-PRI;JUAN ZARAGUETA;Calle Vía De Los Poblados, 17 ;Madrid;Hortaleza;28033;917630869;917630869;Público;
Madrid-Capital;28031488;CP INF-PRI;JULIAN BESTEIRO;Avenida De Abrantes, 79 ;Madrid;Carabanchel;28025;915600091;915655204;Público;
Madrid-Sur;28039086;CP INF-PRI;JULIAN BESTEIRO;Calle Campos De Castilla, 4 ;Getafe;-;28909;916847034;916096652;Público;
Madrid-Sur;28041241;CP INF-PRI;JULIAN BESTEIRO;Calle Del Desarrollo, 52 ;Móstoles;-;28935;916452033;-;Público;
Madrid-Sur;28037685;CP INF-PRI;JULIAN BESTEIRO;Calle Santander, 13 ;Parla;-;28982;916986605;916989143;Público;
Madrid-Capital;28063805;CP INF-PRI;JULIAN MARIAS;Calle De Budapest, 11 ;Madrid;San Blas-Canillejas;28022;917609323;917609319;Público;
Madrid-Sur;28037594;CP INF-PRI;JULIO CORTAZAR;Avenida De Juan Carlos I, 7 ;Getafe;-;28905;916652218;916965962;Público;
Madrid-Este;28000339;CP INF-PRI;JUNCAL;Calle Núñez De Guzmán, 31 ;Alcalá de Henares;-;28802;918819011;918834886;Público;
Madrid-Capital;28006411;CP INF-PRI;LA ALAMEDA;Calle De Las Musas, 9 ;Madrid;San Blas-Canillejas;28022;917411453;913204540;Público;
Madrid-Sur;28002944;CP INF-PRI;LA ALHONDIGA;Calle Buenavista, 26 ;Getafe;-;28904;916952103;916010676;Público;
Madrid-Sur;28045128;CP INF-PRI;LA CAÑADA;Calle De Concepción Arenal, 13 ;Fuenlabrada;-;28942;914864366;914864238;Público;
Madrid-Capital;28037375;CP INF-PRI;LA DEHESA DEL PRINCIPE;Paseo De Lanceros, 4 ;Madrid;Latina;28024;915091679;915090044;Público;
Madrid-Oeste;28050446;CP INF-PRI;LA ENCINA;Calle Ramón Y Cajal, 3 ;Rozas de Madrid, Las;-;28232;916403725;916403996;Público;
Madrid-Este;28035676;CP INF-PRI;LA ESCUELA;Avenida De Miguel Hernández, 1 ;Rivas-Vaciamadrid;-;28523;916660014;916669299;Público;
Madrid-Este;28060300;CP INF-PRI;LA GARENA;Calle Arturo Soria, 3 ;Alcalá de Henares;-;28806;918863534;918863556;Público;
Madrid-Este;28024976;CP INF-PRI;LA GAVIOTA;Calle Cristal, 2 ;Torrejón de Ardoz;-;28850;916754039;916757843;Público;
Madrid-Capital;28031099;CP INF-PRI;LA LATINA;Calle De Maqueda, 130 ;Madrid;Latina;28024;915099915;917196252;Público;
Madrid-Este;28077348;CP INF-PRI;LA LUNA;Avenida De La Tierra, 2 ;Rivas-Vaciamadrid;-;28523;916665859;-;Público;
Madrid-Oeste;28045165;CP INF-PRI;LA NAVATA;Calle Del Estanque, 8 ;Galapagar;-;28420;918583999;918586119;Público;
Madrid-Sur;28045301;CP INF-PRI;LA PALOMA;Calle De La Paloma, 45 ;Parla;-;28981;916996965;916996854;Público;
Madrid-Capital;28033931;CP INF-PRI;LA RIOJA;Calle De León Felipe, 3 ;Madrid;Puente de Vallecas;28038;917773912;917773912;Público;
Madrid-Este;28050392;CP INF-PRI;LA ZARZUELA;Calle Almagro, S/n ;Torrejón de Ardoz;-;28850;916778043;916762805;Público;
Madrid-Oeste;28039244;CP INF-PRI;LAS ACACIAS;Calle Diamante, S/n ;Pozuelo de Alarcón;-;28224;913524797;917141380;Público;
Madrid-Sur;28063891;CP INF-PRI;LAS ARTES;Calle Juana Francés, 57 ;Pinto;-;28320;916987254;916928851;Público;
Madrid-Sur;28060245;CP INF-PRI;LAS CASTAÑERAS;Calle De Andalucía, 8 ;Arroyomolinos;-;28939;916091283;916095449;Público;
Madrid-Este;28024061;CP INF-PRI;LAS CIGÜEÑAS;Calle De Noruega, 1 ;Rivas-Vaciamadrid;-;28521;916700133;916703335;Público;
Madrid-Sur;28028891;CP INF-PRI;LAS CUMBRES;Calle Del Río Ebro, 9 ;Móstoles;-;28935;916471370;916456838;Público;
Madrid-Este;28073963;CP INF-PRI;LAS NAVAS DE TOLOSA;Avenida De Circunvalación, 353 ;Paracuellos de Jarama;-;28860;916673323;916672295;Público;
Madrid-Oeste;28057064;CP INF-PRI;LAS VEREDAS;Camino De La Nava, S/n ;Colmenarejo;-;28270;918589271;918424719;Público;
Madrid-Sur;28040039;CP INF-PRI;LAURA GARCIA NOBLEJAS Y BRUNET;Calle Del Gral Sanz Marqués San Juan Puerto Rico, 11 ;Villaviciosa de Odón;-;28670;916163208;916657055;Público;
Madrid-Capital;28010761;CP INF-PRI;LEGADO CRESPO;Paseo De Las Acacias, 2 ;Madrid;Arganzuela;28005;915286325;915286325;Público;
Madrid-Sur;28067550;CP INF-PRI;LEGAZPI;Calle De Cartagena, 9 ;Arroyomolinos;-;28939;916013018;912649143;Público;
Madrid-Norte;28031166;CP INF-PRI;LEON FELIPE;Avenida De Valencia, 7 ;San Sebastián de los Reyes;-;28702;916535520;916522079;Público;
Madrid-Sur;28049419;CP INF-PRI;LEON FELIPE;Avenida De Carlos V, 28 ;Móstoles;-;28936;916450391;916450391;Público;
Madrid-Sur;28038185;CP INF-PRI;LEON FELIPE;Urbanizacion Parque Miraflores, S/n ;Fuenlabrada;-;28942;916457696;916455783;Público;
Madrid-Sur;28037636;CP INF-PRI;LEON FELIPE;Avenida De La Mancha, 1-a ;Leganés;-;28915;916865476;916865476;Público;
Madrid-Este;28032390;CP INF-PRI;LEON FELIPE;Calle Siete Vientos, S/n ;Arganda del Rey;-;28500;918715438;918704091;Público;
Madrid-Sur;28060257;CP INF-PRI;LEONARDO DA VINCI;Calle Del Eucalipto, 37 ;Móstoles;-;28935;916479401;916479326;Público;
Madrid-Capital;28010898;CP INF-PRI;LEOPOLDO ALAS;Calle De Pedrezuela, 18 ;Madrid;Ciudad Lineal;28017;914033755;914042281;Público;
Madrid-Capital;28069820;CP INF-PRI;LEOPOLDO CALVO-SOTELO;Calle De Puente La Reina, S/n ;Madrid;Fuencarral-El Pardo;28050;914273351;914273083;Público;
Madrid-Sur;28003523;CP INF-PRI;LEPANTO;Calle Río Manzanares, 37 ;Leganés;-;28913;916935485;912749986;Público;
Madrid-Capital;28010771;CP INF-PRI;LEPANTO;Calle De Valderrey, 9 ;Madrid;Moncloa-Aravaca;28035;913160937;913738204;Público;
Madrid-Capital;28010783;CP INF-PRI;LOPE DE VEGA;Calle De Inglaterra, 8 ;Madrid;Carabanchel;28019;914710955;914721124;Público;
Madrid-Sur;28037545;CP INF-PRI;LOPE DE VEGA;Calle Francisco Javier Sauquillo, 17 ;Fuenlabrada;-;28944;916972902;916972902;Público;
Madrid-Sur;28028842;CP INF-PRI;LOPE DE VEGA;Avenida De Los Pinos, 4 ;Leganés;-;28914;916941570;916935435;Público;
Madrid-Sur;28040842;CP INF-PRI;LORANCA;Paseo Riazor, 10 ;Fuenlabrada;-;28942;916080805;916076466;Público;
Madrid-Capital;28020867;CP INF-PRI;LORENZO LUZURIAGA;Calle De Valencia De Don Juan, 19 ;Madrid;Fuencarral-El Pardo;28034;917305938;917314362;Público;
Madrid-Este;28041792;CP INF-PRI;LOS ALMENDROS;Avenida De Los Almendros, 198 ;Rivas-Vaciamadrid;-;28522;913012711;916665374;Público;
Madrid-Capital;28050355;CP INF-PRI;LOS ALMENDROS;Calle De Ladera De Los Almendros, 45 ;Madrid;Vicálvaro;28032;917510982;917726814;Público;
Madrid-Oeste;28025178;CP INF-PRI;LOS ANGELES;Plaza De José María Unceta, 10 ;Torrelodones;-;28250;918592178;918594687;Público;
Madrid-Sur;28025944;CP INF-PRI;LOS CASTILLOS;Calle Referendum Viñagrande, 3 ;Alcorcón;-;28925;916114898;916425768;Público;
Madrid-Este;28035688;CP INF-PRI;LOS CERROS CHICOS;Calle San Cristóbal, 2 ;San Martín de la Vega;-;28330;918946023;918946023;Público;
Madrid-Oeste;28042814;CP INF-PRI;LOS JARALES-MONTERROZAS;Avenida Esparta, 54 ;Rozas de Madrid, Las;-;28232;916318490;916318490;Público;
Madrid-Sur;28063881;CP INF-PRI;LOS LAGOS;Avenida De Las Lagunas, 6 ;Parla;-;28981;916996915;916998830;Público;
Madrid-Oeste;28031786;CP INF-PRI;LOS NEGRALES;Calle De San Pablo, 17 ;Alpedrete;-;28439;918504799;918406183;Público;
Madrid-Oeste;28063982;CP INF-PRI;LOS OLIVOS;Camino Perales, S/n ;Rozas de Madrid, Las;-;28232;916315147;916315840;Público;
Madrid-Capital;28006214;CP INF-PRI;LOS ROSALES;Avenida De Los Rosales, 131 ;Madrid;Villaverde;28021;917956756;917988116;Público;
Madrid-Este;28063921;CP INF-PRI;LOS SANTOS;Avenida Del Quemado, S/n ;Santos de la Humosa, Los;-;28817;918848215;918848215;Público;
Madrid-Capital;28069169;CP INF-PRI;LOYOLA DE PALACIO;Calle Del Embalse De Navacerrada, 60 ;Madrid;Villa de Vallecas;28051;913851330;-;Público;
Madrid-Sur;28035597;CP INF-PRI;LUIS ALVAREZ LENCERO;Calle Camino De Leganés, 18 ;Móstoles;-;28931;916469792;916469792;Público;
Madrid-Capital;28005571;CP INF-PRI;LUIS BELLO;Calle De Luis Cabrera, 66 ;Madrid;Chamartín;28002;912205533;912205535;Público;
Madrid-Norte;28037508;CP INF-PRI;LUIS BUÑUEL;Calle De Jaén, 73 ;Alcobendas;-;28100;916512323;916638652;Público;
Madrid-Capital;28021367;CP INF-PRI;LUIS CERNUDA;Calle Del Carril Del Conde, 64 ;Madrid;Hortaleza;28043;913002732;913002732;Público;
Madrid-Capital;28005741;CP INF-PRI;LUIS DE GONGORA;Calle De Sarriá, 49 ;Madrid;Fuencarral-El Pardo;28029;913860816;913768253;Público;
Madrid-Sur;28031038;CP INF-PRI;LUIS DE GONGORA;Calle Yugoslavia, 10 ;Leganés;-;28916;916860920;916868113;Público;
Madrid-Sur;28035640;CP INF-PRI;LUIS VIVES;Calle Felipe Ii, 9 ;Parla;-;28982;916983523;916053955;Público;
Madrid-Este;28037168;CP INF-PRI;LUIS VIVES;Calle Luis Vives, 18 ;Alcalá de Henares;-;28803;918806791;918816785;Público;
Madrid-Sur;28070986;CP INF-PRI;MADRE TERESA DE CALCUTA;Calle Jaime I El Conquistador, 143 ;Parla;-;28983;914240381;914241697;Público;
Madrid-Capital;28045086;CP INF-PRI;MADRID-SUR;Calle Del Puerto De Balbarán, 133 ;Madrid;Puente de Vallecas;28018;917855539;917855539;Público;
Madrid-Sur;28049389;CP INF-PRI;MAESTRA TRINIDAD GARCIA;Calle De Cáceres, 6 ;Fuenlabrada;-;28941;916977363;916906716;Público;
Madrid-Capital;28072466;CP INF-PRI;MAESTRO PADILLA;Avenida De La Peseta C/v Vía Lusitana, S/n ;Madrid;Carabanchel;28054;911731852;911724720;Público;
Madrid-Sur;28065541;CP INF-PRI;MAESTRO ROMAN BAILLO;Avenida Del Mar Egeo, S/n ;Valdemoro;-;28341;918950838;918751339;Público;
Madrid-Sur;28023534;CP INF-PRI;MAGERIT;Avenida Juan Carlos I, 6 ;Parla;-;28981;916992950;916989312;Público;
Madrid-Este;28030344;CP INF-PRI;MANUEL AZAÑA;Avenida Del Ejército, 5 ;Alcalá de Henares;-;28802;918880041;918880041;Público;
Madrid-Capital;28010795;CP INF-PRI;MANUEL BARTOLOME COSSIO;Calle De José De Cadalso, 19 ;Madrid;Latina;28044;917064098;917064098;Público;
Madrid-Capital;28005763;CP INF-PRI;MANUEL DE FALLA;Avenida Real De Pinto, 27 ;Madrid;Villaverde;28021;917971448;915052511;Público;
Madrid-Sur;28069182;CP INF-PRI;MANUEL DE FALLA;Calle De Reinosa, 24 ;Fuenlabrada;-;28942;916152156;916068419;Público;
Madrid-Sur;28071206;CP INF-PRI;MANUEL JOSE QUINTANA;Calle Del Carranque, S/n ;Batres;-;28976;918127124;918127193;Público;
Madrid-Capital;28010862;CP INF-PRI;MANUEL NUÑEZ DE ARENAS;Calle De Martos, 120 ;Madrid;Puente de Vallecas;28053;917855972;917860204;Público;
Madrid-Sur;28038203;CP INF-PRI;MANUEL NUÑEZ DE ARENAS;Avenida De Las Arcas Del Agua, 9 ;Getafe;-;28905;916830792;916814904;Público;
Madrid-Capital;28010801;CP INF-PRI;MANUEL SAINZ DE VICUÑA;Calle Del Camino De Los Vinateros, 104 ;Madrid;Moratalaz;28030;914391349;913285625;Público;
Madrid-Sur;28063842;CP INF-PRI;MANUEL VAZQUEZ MONTALBAN;Calle Alcalde Francisco Moreno Menéndez, 7 ;Leganés;-;28914;916485817;916485817;Público;
Madrid-Sur;28067771;CP INF-PRI;MANUELA MALASAÑA;Calle De Los Arados, 10 ;Fuenlabrada;-;28944;916856972;914920601;Público;
Madrid-Capital;28010813;CP INF-PRI;MARCELO USERA;Calle De Perales De Tajuña, 1 ;Madrid;Usera;28026;914753495;917923840;Público;
Madrid-Capital;28074578;CP INF-PRI;MARGARET THATCHER;Glorieta De La Playa De San Lorenzo, S/n ;Madrid;Barajas;28042;913056086;913055404;Público;
Madrid-Sur;28037661;CP INF-PRI;MARGARITA XIRGU;Avenida De La O.n.u., 26 ;Móstoles;-;28936;916461292;916461292;Público;
Madrid-Sur;28078572;CP INF-PRI;MARIA BLANCHARD;Calle Niceto Alcalá Zamora C/v José Prat ;Getafe;-;28905;681179487;-;Público;
Madrid-Oeste;28078626;CP INF-PRI;MARIA DE MAEZTU;Calle De Miguel De Unamuno, S/n ;Boalo, El;-;28412;918574465;918574465;Público;
Madrid-Capital;28079436;CP INF-PRI;MARIA DE VILLOTA;Calle De Cañada Del Santísimo, 23 ;Madrid;Villa de Vallecas;28051;913053429;-;Público;
Madrid-Sur;28063878;CP INF-PRI;MARIA MARTIN;Calle De Las Víctimas Del Terrorismo, S/n ;Navalcarnero;-;28600;918110110;918115517;Público;
Madrid-Sur;28037697;CP INF-PRI;MARIA MOLINER;Calle Reyes Católicos, 79 ;Parla;-;28982;916986433;916054006;Público;
Madrid-Capital;28049377;CP INF-PRI;MARIA MOLINER;Calle De Arcos De Jalón, 34 ;Madrid;San Blas-Canillejas;28037;913133969;913069463;Público;
Madrid-Sur;28073011;CP INF-PRI;MARIA MONTESSORI;Calle Del Pintor Velázquez, 62 ;Móstoles;-;28935;916147606;916147606;Público;
Madrid-Sur;28033771;CP INF-PRI;MARIANA PINEDA;Avenida De Las Ciudades, 33 ;Getafe;-;28903;916824060;916955376;Público;
Madrid-Oeste;28030371;CP INF-PRI;MARIANO BENLLIURE;Calle Isla De Sálvora, 155 ;Collado Villalba;-;28400;918506456;918512346;Público;
Madrid-Capital;28031348;CP INF-PRI;MARIANO JOSE DE LARRA;Calle De Longares, 11 ;Madrid;San Blas-Canillejas;28022;913133789;917759574;Público;
Madrid-Este;28045062;CP INF-PRI;MARIO BENEDETTI;Camino De La Partija, S/n ;Rivas-Vaciamadrid;-;28523;913012479;913012479;Público;
Madrid-Oeste;28066119;CP INF-PRI;MARIO VARGAS LLOSA;Avenida De Atenas, 48b ;Rozas de Madrid, Las;-;28232;916315884;916314960;Público;
Madrid-Sur;28003535;CP INF-PRI;MARQUES DE LEGANES;Calle Pizarro, 4 ;Leganés;-;28911;916939114;916894703;Público;
Madrid-Capital;28005830;CP INF-PRI;MARQUES DE MARCENADO;Calle De Linneo, 31 ;Madrid;Arganzuela;28005;913658588;913669822;Público;
Madrid-Capital;28021148;CP INF-PRI;MARQUES DE SUANZES;Avenida Del Veinticinco De Septiembre, 1 ;Madrid;San Blas-Canillejas;28027;917412072;913203617;Público;
Madrid-Capital;28018496;CP INF-PRI;MARTINEZ MONTAÑES;Calle De Hacienda De Pavones, 223 ;Madrid;Moratalaz;28030;917738878;917738878;Público;
Madrid-Sur;28078596;CP INF-PRI;MARUJA MALLO;Avenida Vía Láctea C/v Av. De La Onu C/v Camino Human ;Móstoles;-;28936;689434044;-;Público;
Madrid-Capital;28005866;CP INF-PRI;MEJICO;Avenida De Badajoz, 74 ;Madrid;Ciudad Lineal;28027;914035744;914045880;Público;
Madrid-Capital;28005878;CP INF-PRI;MENDEZ NUNEZ;Calle De Alicun, 9 ;Madrid;Hortaleza;28033;913024834;913024834;Público;
Madrid-Capital;28005891;CP INF-PRI;MENENDEZ PIDAL;Calle De La Encomienda De Palacios, 85 ;Madrid;Moratalaz;28030;917736781;913016012;Público;
Madrid-Este;28029913;CP INF-PRI;MENENDEZ PIDAL;Avenida De España, 144 ;Coslada;-;28822;916725622;916725622;Público;
Madrid-Capital;28005881;CP INF-PRI;MENENDEZ Y PELAYO;Calle De Méndez Álvaro, 16 ;Madrid;Arganzuela;28045;915272781;915397381;Público;
Madrid-Capital;28029123;CP INF-PRI;MESETA DE ORCASITAS;Calle Del Camino Viejo De Villaverde, 1 ;Madrid;Usera;28041;913413045;913417861;Público;
Madrid-Capital;28005908;CP INF-PRI;MESONERO ROMANOS;Calle De Pont De Molins, 31 ;Madrid;Puente de Vallecas;28038;913037096;913800850;Público;
Madrid-Capital;28010849;CP INF-PRI;MIGUEL BLASCO VILATELA;Calle De Los Hermanos García Noblejas, 70 ;Madrid;Ciudad Lineal;28017;913043999;914402072;Público;
Madrid-Sur;28003833;CP INF-PRI;MIGUEL DE CERVANTES;Calle Aragón, 19 ;Leganés;-;28914;916936034;916936034;Público;
Madrid-Este;28024964;CP INF-PRI;MIGUEL DE CERVANTES;Avenida Madrid, 15 ;Torrejón de Ardoz;-;28850;916750442;916561620;Público;
Madrid-Norte;28038136;CP INF-PRI;MIGUEL DE CERVANTES;Avenida Literatos, 11 ;Tres Cantos;-;28760;918036188;918041577;Público;
Madrid-Oeste;28042152;CP INF-PRI;MIGUEL DE CERVANTES;Calle Ruiz De Alarcón, 1 ;Collado Villalba;-;28400;918516533;918490677;Público;
Madrid-Sur;28076307;CP INF-PRI;MIGUEL DE CERVANTES;Calle De Maritornes C/v Insula Malindrania ;Getafe;-;28906;910517794;910517842;Público;
Madrid-Este;28029691;CP INF-PRI;MIGUEL DE CERVANTES;Calle De Francisco De Goya, 3 ;Mejorada del Campo;-;28840;916790244;916790244;Público;
Madrid-Capital;28010850;CP INF-PRI;MIGUEL DE UNAMUNO;Calle De Alicante, 5 ;Madrid;Arganzuela;28045;915282554;915282554;Público;
Madrid-Este;28002041;CP INF-PRI;MIGUEL DELIBES;Paseo Pozuelo, 31 ;Campo Real;-;28510;918733125;918733125;Público;
Madrid-Norte;28071814;CP INF-PRI;MIGUEL DELIBES;Calle Alonso Zamora Vicente C/v Rosa Chacel, 1 ;San Sebastián de los Reyes;-;28702;916677086;916677460;Público;
Madrid-Sur;28049420;CP INF-PRI;MIGUEL DELIBES;Avenida De La O.n.u., 19 ;Móstoles;-;28936;916461745;916461745;Público;
Madrid-Sur;28040878;CP INF-PRI;MIGUEL DELIBES;Calle Felipe Ii, 15 ;Parla;-;28982;916994663;916994663;Público;
Madrid-Sur;28038288;CP INF-PRI;MIGUEL DELIBES;Calle Maestro, 9 ;Leganés;-;28914;916879409;916850243;Público;
Madrid-Oeste;28002403;CP INF-PRI;MIGUEL DELIBES;Calle Ruiz De Alarcón, 8 ;Collado Villalba;-;28400;918501823;918490169;Público;
Madrid-Sur;28029615;CP INF-PRI;MIGUEL HERNANDEZ;Calle De Suiza, 24 ;Fuenlabrada;-;28943;916075816;916081299;Público;
Madrid-Este;28031026;CP INF-PRI;MIGUEL HERNANDEZ;Calle Doctor Marañón, 7 ;Arganda del Rey;-;28500;918702392;918718141;Público;
Madrid-Sur;28032468;CP INF-PRI;MIGUEL HERNANDEZ;Avenida De Los Reyes Católicos, 35 ;Getafe;-;28904;916823110;916843312;Público;
Madrid-Sur;28044458;CP INF-PRI;MIGUEL HERNANDEZ;Camino De La Cantueña, 3 ;Parla;-;28982;916983569;916983569;Público;
Madrid-Este;28033898;CP INF-PRI;MIGUEL HERNANDEZ;Calle Magdalena, S/n ;Torrejón de Ardoz;-;28850;916565678;916770116;Público;
Madrid-Este;28034052;CP INF-PRI;MIGUEL HERNANDEZ;Calle Rafael Sánchez Ferlosio, 17 ;San Fernando de Henares;-;28830;916734510;916733469;Público;
Madrid-Sur;28033813;CP INF-PRI;MIGUEL HERNANDEZ;Avenida Europa, 8 ;Leganés;-;28916;912282428;916866206;Público;
Madrid-Sur;28032389;CP INF-PRI;MIGUEL HERNANDEZ;Calle Pablo Neruda, S/n ;Alcorcón;-;28922;916414075;916414075;Público;
Madrid-Norte;28032353;CP INF-PRI;MIGUEL HERNANDEZ;Calle De Segovia, 5 ;Alcobendas;-;28100;916532914;916638971;Público;
Madrid-Este;28032331;CP INF-PRI;MIGUEL HERNANDEZ;Calle Luis Madrona, 15 ;Alcalá de Henares;-;28805;918883040;918883040;Público;
Madrid-Capital;28031051;CP INF-PRI;MIGUEL SERVET;Calle De La Fragata, 33 ;Madrid;Carabanchel;28019;914611757;914627953;Público;
Madrid-Norte;28035366;CP INF-PRI;MIRAFLORES;Calle De Miraflores, 16 ;Alcobendas;-;28100;916543885;916514712;Público;
Madrid-Capital;28038343;CP INF-PRI;MIRASIERRA;Calle De La Maso, 22 ;Madrid;Fuencarral-El Pardo;28034;917345665;917350356;Público;
